CO_CURSO|NO_CURSO
110366|PSICOLOGIA
1030925|GESTÃO DE RECURSOS HUMANOS
1033381|GESTÃO DA QUALIDADE
1036337|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1036342|GESTÃO FINANCEIRA
1036344|LOGÍSTICA
1138871|MARKETING
1138920|ENFERMAGEM
1156361|SERVIÇOS PENAIS
1165448|GESTÃO HOSPITALAR
1167530|GESTÃO PÚBLICA
1176962|ESTÉTICA E COSMÉTICA
1205300|FISIOTERAPIA
1205312|SISTEMAS PARA INTERNET
1205470|EDUCAÇÃO FÍSICA
1205471|NUTRIÇÃO
1205472|SERVIÇO SOCIAL
1258074|REDES DE COMPUTADORES
1258079|PROCESSOS GERENCIAIS
1258082|GESTÃO COMERCIAL
1282899|CIÊNCIA DA COMPUTAÇÃO
1282902|COMÉRCIO EXTERIOR
1282903|PRODUÇÃO MULTIMÍDIA
1282904|DESIGN DE INTERIORES
1303591|DESIGN GRÁFICO
1303608|ESTÉTICA E COSMÉTICA
1303613|ESTÉTICA E COSMÉTICA
1303620|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
1303642|JORNALISMO
1310949|GESTÃO DE RECURSOS HUMANOS
1321756|JOGOS DIGITAIS
1321757|ENFERMAGEM
1321758|PSICOLOGIA
1332731|FOTOGRAFIA
1384735|SEGURANÇA PÚBLICA
1385071|DIREITO
1385242|PODOLOGIA
1422416|ADMINISTRAÇÃO
1429912|CIÊNCIAS CONTÁBEIS
1429915|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1429916|COMÉRCIO EXTERIOR
1429920|GESTÃO AMBIENTAL
1429921|GESTÃO COMERCIAL
1429922|GESTÃO FINANCEIRA
1429923|GESTÃO HOSPITALAR
1429924|GESTÃO PÚBLICA
1429947|GESTÃO DA QUALIDADE
1429948|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1429949|LOGÍSTICA
1429950|MARKETING
1429951|NEGÓCIOS IMOBILIÁRIOS
1429952|PROCESSOS GERENCIAIS
1429955|HISTÓRIA
1429956|LETRAS - PORTUGUÊS
1429958|PEDAGOGIA
1430639|SERVIÇO SOCIAL
1457859|SECRETARIADO EXECUTIVO
1457860|SISTEMAS DE INFORMAÇÃO
1457861|CIÊNCIAS ECONÔMICAS
1457862|GESTÃO DA PRODUÇÃO INDUSTRIAL
1457863|SERVIÇOS PENAIS
1457864|SEGURANÇA PRIVADA
1457867|ESTÉTICA E COSMÉTICA
1457868|SEGURANÇA PÚBLICA
1457869|CIÊNCIAS BIOLÓGICAS
1457870|CIÊNCIAS DA COMPUTAÇÃO
1457871|SISTEMAS PARA INTERNET
1457872|ENGENHARIA DA COMPUTAÇÃO
1457873|REDES DE COMPUTADORES
1457874|GEOGRAFIA
1457876|CIÊNCIAS SOCIAIS
1457877|JOGOS DIGITAIS
1457878|GESTÃO DO AGRONEGÓCIO
1457879|DESIGN DE INTERIORES
1457880|DESIGN GRÁFICO
1457881|GESTÃO DE TURISMO
1457882|LETRAS - INGLÊS
1457884|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1457885|ENGENHARIA CIVIL
1457886|ENGENHARIA ELÉTRICA
1457887|ENGENHARIA MECÂNICA
1457890|DESIGN DE GAMES
1457891|SERVIÇOS JUDICIAIS
1457892|SERVIÇOS REGISTRAIS E NOTARIAIS
1457894|MEDIAÇÃO
1457895|ENGENHARIA DE PRODUÇÃO
1486556|ARTES VISUAIS
1486557|DESIGN DE ANIMAÇÃO
1486571|DESIGN DE PRODUTO
1486572|MATEMÁTICA
1486573|MATEMÁTICA
1487849|EDUCAÇÃO FÍSICA
1515257|ESTATÍSTICA
1515260|SEGURANÇA DA INFORMAÇÃO
1515266|TEOLOGIA
1516444|BIG DATA E INTELIGÊNCIA ANALÍTICA
1517076|EVENTOS
1518455|HOTELARIA
104184|PEDAGOGIA
104498|SISTEMA DE INFORMAÇÃO
104530|ADMINISTRAÇÃO
117488|PSICOLOGIA
1159986|FARMÁCIA
1161561|CIÊNCIAS CONTÁBEIS
1257972|ENGENHARIA CIVIL
1257973|FISIOTERAPIA
1257974|ARQUITETURA E URBANISMO
1257975|ENGENHARIA AMBIENTAL E SANITÁRIA
1284880|ODONTOLOGIA
1284937|ENFERMAGEM
1304116|EDUCAÇÃO FÍSICA
1322360|BIOMEDICINA
1349525|NUTRIÇÃO
1386004|DIREITO
69186|ADMINISTRAÇÃO
112292|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1148662|SERVIÇO SOCIAL
1148674|PEDAGOGIA
1152933|DIREITO
1204706|GESTÃO DE RECURSOS HUMANOS
1204949|GESTÃO PÚBLICA
92087|PEDAGOGIA
59057|ADMINISTRAÇÃO
59060|SISTEMAS DE INFORMAÇÃO
95759|DIREITO
1069158|ENFERMAGEM
1152859|CIÊNCIAS CONTÁBEIS
1175172|NUTRIÇÃO
1279804|PSICOLOGIA
5000014|HISTÓRIA
79932|FISIOTERAPIA
80360|EDUCAÇÃO FÍSICA
80362|FARMÁCIA
80364|CIÊNCIAS BIOLÓGICAS
118852|ENFERMAGEM
1279788|ESTÉTICA E COSMÉTICA
1300369|BIOMEDICINA
1303435|PSICOLOGIA
1364369|NUTRIÇÃO
68918|DIREITO
71937|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
72699|AGRONEGÓCIO
1183196|ENGENHARIA CIVIL
1259487|GESTÃO DE RECURSOS HUMANOS
90082|DIREITO
117792|SERVIÇO SOCIAL
101102|ADMINISTRAÇÃO
1153352|RELAÇÕES INTERNACIONAIS
1153353|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1153356|LOGÍSTICA
1299595|CIÊNCIAS CONTÁBEIS
1299617|GESTÃO DE RECURSOS HUMANOS
1300473|GESTÃO FINANCEIRA
1350280|PROCESSOS GERENCIAIS
1395957|GESTÃO COMERCIAL
1405789|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
67907|TEOLOGIA
116506|FILOSOFIA
1134737|TEOLOGIA
67061|ADMINISTRAÇÃO
109545|RADIOLOGIA
1148863|ENFERMAGEM
1177360|CIÊNCIAS CONTÁBEIS
1281111|ENGENHARIA AGRONÔMICA
1304808|ESTÉTICA E COSMÉTICA
1332782|PSICOLOGIA
1353756|NUTRIÇÃO
1439390|ODONTOLOGIA
5000878|DIREITO
5001346|ENGENHARIA CIVIL
73124|ADMINISTRAÇÃO
94915|CIÊNCIAS CONTÁBEIS
100660|PEDAGOGIA
1284568|SERVIÇO SOCIAL
1285242|PSICOLOGIA
1285244|EDUCAÇÃO FÍSICA
1330736|ENFERMAGEM
1330738|ENGENHARIA DE PRODUÇÃO
1385964|DIREITO
71016|ADMINISTRAÇÃO
90623|EDUCAÇÃO FÍSICA
90625|PEDAGOGIA
90629|CIÊNCIAS CONTÁBEIS
90632|COMUNICAÇÃO SOCIAL - JORNALISMO
90705|SERVIÇO SOCIAL
91161|FARMÁCIA
95745|PSICOLOGIA
97932|FISIOTERAPIA
1059632|ODONTOLOGIA
1179210|ENFERMAGEM
1204239|ENGENHARIA DE PRODUÇÃO
1259102|LOGÍSTICA
1259104|GESTÃO DE RECURSOS HUMANOS
1259245|ENGENHARIA CIVIL
1259246|ENGENHARIA ELÉTRICA
1259247|ENGENHARIA MECÂNICA
1259248|ENGENHARIA QUÍMICA
1259889|ARQUITETURA E URBANISMO
1282931|ESTÉTICA E COSMÉTICA
1300349|NUTRIÇÃO
1300507|EDUCAÇÃO FÍSICA
1303855|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1304009|ENGENHARIA DE COMPUTAÇÃO
1322118|SISTEMAS DE INFORMAÇÃO
1364374|BIOMEDICINA
1385534|DIREITO
100154|PEDAGOGIA
88518|ADMINISTRAÇÃO
88520|CIÊNCIAS CONTÁBEIS
93601|DIREITO
116816|ENFERMAGEM
1110588|SERVIÇO SOCIAL
1111341|FISIOTERAPIA
1260325|FARMÁCIA
1261025|ENGENHARIA CIVIL
1440199|ODONTOLOGIA
1441521|NUTRIÇÃO
1441598|EDUCAÇÃO FÍSICA
83579|TEOLOGIA
1371663|PEDAGOGIA
80056|ADMINISTRAÇÃO
85400|DIREITO
86826|ENGENHARIA AMBIENTAL
91025|NUTRIÇÃO
91027|ENFERMAGEM
105642|GESTÃO PÚBLICA
105760|PROCESSOS GERENCIAIS
108394|GESTÃO COMERCIAL
1120860|MARKETING
1127932|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1129071|GASTRONOMIA
1129255|LOGÍSTICA
1132808|SERVIÇO SOCIAL
1171108|GESTÃO DE RECURSOS HUMANOS
1171365|SEGURANÇA NO TRABALHO
1171771|CIÊNCIAS CONTÁBEIS
1172797|ENGENHARIA CIVIL
1192066|CONSTRUÇÃO DE EDIFÍCIOS
1192190|PSICOLOGIA
1192251|PEDAGOGIA
1193056|ARQUITETURA E URBANISMO
1193361|FISIOTERAPIA
1209277|ADMINISTRAÇÃO
1258062|ENGENHARIA DE PRODUÇÃO
1258063|CIÊNCIAS DA COMPUTAÇÃO
1300341|BIOMEDICINA
1300342|DESIGN DE INTERIORES
1300343|ENGENHARIA ELÉTRICA
1300344|ENGENHARIA MECÂNICA
1300345|SERVIÇOS PENAIS
1322421|ESTÉTICA E COSMÉTICA
1322422|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
1322423|EDUCAÇÃO FÍSICA
1364254|REDES DE COMPUTADORES
1404983|PEDAGOGIA
1405187|DESIGN GRÁFICO
1405188|GESTÃO FINANCEIRA
1405189|JOGOS DIGITAIS
1441079|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1441516|LETRAS - LÍNGUA PORTUGUESA
56394|ODONTOLOGIA
98202|PEDAGOGIA
1200391|ADMINISTRAÇÃO
1204447|CIÊNCIAS CONTÁBEIS
1204450|LOGÍSTICA
6689|DIREITO
20512|SISTEMAS DE INFORMAÇÃO
46035|ADMINISTRAÇÃO
46040|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
47123|COMUNICAÇÃO SOCIAL - JORNALISMO
99740|GESTÃO COMERCIAL
114880|CIÊNCIAS CONTÁBEIS
114884|ENGENHARIA DE PRODUÇÃO
118676|ENFERMAGEM
118778|FARMÁCIA
119066|ENGENHARIA CIVIL
119068|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
119186|ENGENHARIA ELÉTRICA
119331|ENGENHARIA MECÂNICA
1087104|ENGENHARIA AMBIENTAL E SANITÁRIA
1260280|GESTÃO DE RECURSOS HUMANOS
1260281|LOGÍSTICA
1260528|ARQUITETURA E URBANISMO
1300295|DESIGN DE INTERIORES
1404681|FISIOTERAPIA
1404682|EDUCAÇÃO FÍSICA
1404685|MEDICINA VETERINÁRIA
1404687|ODONTOLOGIA
5000296|PSICOLOGIA
3836|ADMINISTRAÇÃO
3837|CIÊNCIAS CONTÁBEIS
3838|PEDAGOGIA
3840|DIREITO
3844|SERVIÇO SOCIAL
3846|MATEMÁTICA
3848|CIÊNCIAS BIOLÓGICAS
3851|AGRONOMIA
3856|CIÊNCIAS ECONÔMICAS
3858|CIÊNCIA DA COMPUTAÇÃO
17997|ENGENHARIA CIVIL
17999|PSICOLOGIA
19410|ENGENHARIA QUÍMICA
20993|EDUCAÇÃO FÍSICA
20999|FARMÁCIA
21962|ENFERMAGEM
28741|JORNALISMO
32870|LETRAS - PORTUGUÊS E INGLÊS
41944|ARQUITETURA E URBANISMO
51918|ADMINISTRAÇÃO
64861|ENGENHARIA DE ALIMENTOS
64937|PUBLICIDADE E PROPAGANDA
66234|SISTEMAS DE INFORMAÇÃO
70694|ARTES VISUAIS
73662|FISIOTERAPIA
83545|CIÊNCIAS CONTÁBEIS
90051|NUTRIÇÃO
90847|MEDICINA
91372|DESIGN DE MODA
119730|ODONTOLOGIA
119796|GASTRONOMIA
119844|EDUCAÇÃO FÍSICA
303848|CIÊNCIAS BIOLÓGICAS
1118139|ENGENHARIA MECÂNICA
1121404|PRODUÇÃO AUDIOVISUAL
1121738|DESIGN
1139137|BIBLIOTECONOMIA
1143271|ENGENHARIA ELÉTRICA
1149767|DIREITO
1149873|PSICOLOGIA
1184960|INTERCULTURAL INDÍGENA EM MATEMÁTICA E CIÊNCIAS NATURAIS
1184961|INTERCULTURAL INDÍGENA EM CIÊNCIAS SOCIAIS
1184962|INTERCULTURAL INDÍGENA EM LÍNGUAS, ARTES E LITERATURA
1184963|INTERCULTURAL INDÍGENA EM PEDAGOGIA
1190040|DESIGN
1272276|ENGENHARIA DE PRODUÇÃO
1278972|JOGOS DIGITAIS
1298970|MEDICINA VETERINÁRIA
1407390|LOGÍSTICA
1407391|MARKETING
1407392|GESTÃO DE RECURSOS HUMANOS
1407393|GESTÃO FINANCEIRA
1407394|PROCESSOS GERENCIAIS
1407395|GESTÃO COMERCIAL
1438361|ADMINISTRAÇÃO
1438362|CIÊNCIAS CONTÁBEIS
1438363|CIÊNCIAS DA RELIGIÃO - ENSINO RELIGIOSO
1438364|PEDAGOGIA
1486494|MÚSICA
56768|FABRICAÇÃO MECÂNICA
1166017|AUTOMAÇÃO INDUSTRIAL
1259145|DESIGN DE MODA
1351753|ENGENHARIA MECÂNICA
1351910|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
5001308|MANUTENÇÃO INDUSTRIAL
5001339|SISTEMAS PARA INTERNET
105403|PEDAGOGIA
56820|REDES DE COMPUTADORES
58368|AUTOMAÇÃO INDUSTRIAL
110508|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1262814|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
57638|DESIGN DE INTERIORES
57662|SISTEMAS ELÉTRICOS
84753|LATICÍNIOS
86687|ALIMENTOS
94175|GESTÃO AMBIENTAL
113496|HOTELARIA
115404|CONSTRUÇÃO DE EDIFÍCIOS
123255|LETRAS - PORTUGUÊS
123258|HOTELARIA
123262|GESTÃO DE TURISMO
1101244|SISTEMAS DE INFORMAÇÃO
1103556|MATEMÁTICA
1141424|ADMINISTRAÇÃO PÚBLICA
1142319|CIÊNCIAS BIOLÓGICAS
1161927|LETRAS - PORTUGUÊS
1161928|CIÊNCIAS BIOLÓGICAS
1188138|ENGENHARIA CIVIL
1357811|ENGENHARIA CIVIL
1361724|ENGENHARIA AGRONÔMICA
1420106|FÍSICA
1443138|ENGENHARIA ELÉTRICA
1457553|SISTEMAS DE INFORMAÇÃO
1457554|LETRAS - PORTUGUÊS
1457555|FÍSICA
5000568|QUÍMICA
72531|ALIMENTOS
94189|VITICULTURA E ENOLOGIA
101858|FÍSICA
101996|QUÍMICA
1103821|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1104480|QUÍMICA
1125917|COMPUTAÇÃO
1126911|FÍSICA
1126912|QUÍMICA
1126913|ALIMENTOS
1147330|MÚSICA
1205199|AGRONOMIA
1367078|SISTEMAS PARA INTERNET
1399012|FÍSICA
1457266|ENGENHARIA CIVIL
1457267|MATEMÁTICA
57514|DESIGN DE PRODUTO
57516|ELETRÔNICA INDUSTRIAL
70738|RADIOLOGIA
70773|CONSTRUÇÃO DE EDIFÍCIOS
74032|SISTEMAS DE TELECOMUNICAÇÕES
90089|SISTEMAS DE ENERGIA
102626|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
107694|GESTÃO PÚBLICA
1102818|FÍSICA
1102901|FÍSICA
1102972|MECATRÔNICA INDUSTRIAL
1102973|GESTÃO HOSPITALAR
1102978|QUÍMICA
1116815|FABRICAÇÃO MECÂNICA
1126267|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1165913|ENGENHARIA DE TELECOMUNICAÇÕES
1187829|ENGENHARIA ELETRÔNICA
1188363|ENGENHARIA ELÉTRICA
1188408|ENGENHARIA MECATRÔNICA
1189018|GASTRONOMIA
1189025|HOTELARIA
1261230|ENGENHARIA CIVIL
1312023|CIÊNCIA DA COMPUTAÇÃO
1312047|ENGENHARIA MECATRÔNICA
1312315|DESIGN DE MODA
1312322|ALIMENTOS
1312354|VITICULTURA E ENOLOGIA
1313195|ALIMENTOS
1322995|PRODUÇÃO MULTIMÍDIA
1330186|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1330202|ENGENHARIA ELÉTRICA
1330718|AGRONOMIA
1330808|ENGENHARIA MECÂNICA
1330809|ENGENHARIA DE PRODUÇÃO
1330813|ALIMENTOS
1330814|DESIGN DE MODA
1330818|PROCESSOS GERENCIAIS
1337241|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1337256|ENGENHARIA MECÂNICA
1338270|QUÍMICA
1338865|ENGENHARIA ELÉTRICA
1339074|ENGENHARIA ELÉTRICA
1343899|ENGENHARIA MECÂNICA
1363832|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1376000|SISTEMAS DE INFORMAÇÃO
1376001|PROCESSOS QUÍMICOS
1376261|GESTÃO AMBIENTAL
1378999|PEDAGOGIA BILINGUE  - LIBRAS/PORTUGUÊS
1404095|ENGENHARIA CIVIL
1404537|ENFERMAGEM
1409643|GESTÃO DE TURISMO
1420121|ENGENHARIA CIVIL
1457123|GESTÃO DO AGRONEGÓCIO
1457124|AGRONOMIA
1483743|DESIGN DE MODA
57916|PROCESSOS QUÍMICOS
57918|PRODUÇÃO CULTURAL
67249|QUÍMICA
67251|FÍSICA
102423|GESTÃO DA PRODUÇÃO INDUSTRIAL
102430|MATEMÁTICA
113500|FARMÁCIA
121005|CIÊNCIAS BIOLÓGICAS
121007|FISIOTERAPIA
121009|TERAPIA OCUPACIONAL
121011|FÍSICA
121013|MATEMÁTICA
121016|QUÍMICA
121018|GESTÃO AMBIENTAL
1153800|QUÍMICA
1153801|MATEMÁTICA
1178845|PRODUÇÃO CULTURAL
1300251|JOGOS DIGITAIS
1382579|COMPUTAÇÃO
1486300|ENGENHARIA MECÂNICA
58744|CONTROLE DE OBRAS
65473|SISTEMAS PARA INTERNET
82583|AUTOMAÇÃO INDUSTRIAL
90361|REDES DE COMPUTADORES
100694|SISTEMAS PARA INTERNET
100696|QUÍMICA
110842|GESTÃO AMBIENTAL
114388|MATEMÁTICA
115023|ZOOTECNIA
121537|FÍSICA
122150|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
122749|AGRONOMIA
122754|AGROINDÚSTRIA
1111393|SECRETARIADO EXECUTIVO
1121415|AGRONOMIA
1154115|CONSTRUÇÃO DE EDIFÍCIOS
1154375|AGRONOMIA
1160215|ENGENHARIA DE ALIMENTOS
1160216|ENGENHARIA FLORESTAL
1160424|MATEMÁTICA
1160425|CIÊNCIAS BIOLÓGICAS
1160759|CIÊNCIAS DA NATUREZA - QUÍMICA
1168174|BIOCOMBUSTÍVEIS
1168436|GEOPROCESSAMENTO
1168451|AGRONEGÓCIO
1168453|AGRONOMIA
1168455|ALIMENTOS
1168548|CIÊNCIAS DA NATUREZA
1188508|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1188509|ENGENHARIA DE COMPUTAÇÃO
1188548|GESTÃO AMBIENTAL
1188549|PRODUÇÃO DE GRÃOS
1188550|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1188616|COMÉRCIO EXTERIOR
1188620|REDES DE COMPUTADORES
1259158|CIÊNCIAS AGRÍCOLAS
1313190|ENGENHARIA AGRONÔMICA
1313191|TURISMO
1313294|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1327250|PROCESSOS GERENCIAIS
1342324|CIÊNCIAS DA NATUREZA
1342445|ADMINISTRAÇÃO
1342447|ZOOTECNIA
1342448|GESTÃO PÚBLICA
1342497|BIOLOGIA
1342504|FÍSICA
1342611|ADMINISTRAÇÃO
1342612|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1368246|GESTÃO PÚBLICA
1368260|QUÍMICA
1377531|ELETROTÉCNICA INDUSTRIAL
1399733|CIÊNCIAS DA NATUREZA - BIOLOGIA
1399735|ZOOTECNIA
1399736|AGROINDÚSTRIA
1399738|CIÊNCIAS BIOLÓGICAS
1421634|BIOTECNOLOGIA
1438391|CIÊNCIAS DA NATUREZA - BIOLOGIA
1442126|MATEMÁTICA
1444550|GESTÃO DE RECURSOS HUMANOS
1452469|GESTÃO DE RECURSOS HUMANOS
1484336|EDUCAÇÃO FÍSICA
79469|ALIMENTOS
100716|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
105732|ALIMENTOS
117998|CIÊNCIAS SOCIAIS
118016|QUÍMICA
1102046|ZOOTECNIA
1102068|ENGENHARIA AGRONÔMICA
1102695|CIÊNCIAS BIOLÓGICAS
1105088|SISTEMAS PARA INTERNET
1127035|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1127865|COMPUTAÇÃO
1127888|LOGÍSTICA
1127989|ENGENHARIA AGRONÔMICA
1128230|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1168085|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1193885|MATEMÁTICA
1193893|COMPUTAÇÃO
1260196|CIÊNCIA DA COMPUTAÇÃO
1260200|PROCESSOS QUÍMICOS
1260723|ENGENHARIA DE COMPUTAÇÃO
1260936|GESTÃO COMERCIAL
1286250|LETRAS - PORTUGUÊS
1286473|MARKETING
1332668|ENGENHARIA ELÉTRICA
1332798|ALIMENTOS
1366327|ENGENHARIA ELÉTRICA
1387235|MATEMÁTICA
1454791|ADMINISTRAÇÃO
17450|TURISMO
59777|GASTRONOMIA
59779|COMUNICAÇÃO SOCIAL - MÍDIA ELETRÔNICA
85352|GASTRONOMIA
99250|ADMINISTRAÇÃO
1105434|SISTEMA DE INFORMAÇÃO
1388323|DIREITO
1405036|PSICOLOGIA
5000187|CIÊNCIAS CONTÁBEIS
57110|ADMINISTRAÇÃO
58296|PEDAGOGIA
1085211|LOGÍSTICA
2425|ENGENHARIA INDUSTRIAL ELÉTRICA
2429|PROCESSAMENTO DE DADOS
35081|ELETROTÉCNICA
60616|DIREITO
60624|LETRAS - LÍNGUA PORTUGUESA
60635|TURISMO
60637|GEOGRAFIA
60656|ENFERMAGEM
60658|ODONTOLOGIA
60660|MEDICINA
60670|CIÊNCIAS BIOLÓGICAS
60672|GEOGRAFIA
60674|CIÊNCIAS BIOLÓGICAS
60740|HISTÓRIA
60756|QUÍMICA
60760|MATEMÁTICA
60762|HISTÓRIA
60764|FÍSICA
60766|FÍSICA
60768|QUÍMICA
60770|DANÇA
60836|MÚSICA
60838|MÚSICA
60842|MÚSICA
60845|MÚSICA
60846|MÚSICA
60847|MÚSICA
60984|ADMINISTRAÇÃO
60986|GEOGRAFIA
61024|MATEMÁTICA
61028|CIÊNCIAS BIOLÓGICAS
61669|MATEMÁTICA
63306|ENGENHARIA
63313|ENGENHARIA CIVIL
63314|ENGENHARIA
63315|ENGENHARIA DE COMPUTAÇÃO
63316|ENGENHARIA ELÉTRICA
69318|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
69320|TECNOLOGIA ELETRÔNICA
69322|MANUTENÇÃO MECÂNICA
70917|ENGENHARIA FLORESTAL
71067|ENGENHARIA MECÂNICA
82654|INFORMÁTICA
82658|MATEMÁTICA
82661|LETRAS - LÍNGUA PORTUGUESA
90677|INFORMÁTICA
91311|LETRAS - LÍNGUA PORTUGUESA
91323|LETRAS - LÍNGUA PORTUGUESA
99363|CIÊNCIAS BIOLÓGICAS
99558|MATEMÁTICA
99561|MATEMÁTICA
99564|MATEMÁTICA
100592|METEOROLOGIA
112806|GEOGRAFIA
113799|PEDAGOGIA
113801|PEDAGOGIA
116800|EDUCAÇÃO FÍSICA
116802|EDUCAÇÃO FÍSICA
116808|EDUCAÇÃO FÍSICA
116876|EDUCAÇÃO FÍSICA
116940|EDUCAÇÃO FÍSICA
116980|EDUCAÇÃO FÍSICA
120563|GESTÃO AMBIENTAL
120906|GESTÃO PÚBLICA
121315|PEDAGOGIA
121317|PEDAGOGIA
150151|ENGENHARIA QUÍMICA
150167|PEDAGOGIA INTERCULTURAL INDÍGENA
150173|PEDAGOGIA INTERCULTURAL INDÍGENA
360770|DANÇA
1148470|CIÊNCIAS BIOLÓGICAS
1149248|MATEMÁTICA
1150330|AUTOMAÇÃO INDUSTRIAL
1150663|TEATRO
1151034|AGROECOLOGIA
1152073|GESTÃO DE TURISMO
1152599|LETRAS - LÍNGUA PORTUGUESA
1152600|CIÊNCIAS BIOLÓGICAS
1152603|LETRAS - LÍNGUA PORTUGUESA
1152605|MATEMÁTICA
1152606|CIÊNCIAS BIOLÓGICAS
1152607|CIÊNCIAS BIOLÓGICAS
1152757|PEDAGOGIA
1152758|PEDAGOGIA
1152761|PEDAGOGIA
1152763|PEDAGOGIA
1152765|PEDAGOGIA
1152767|PEDAGOGIA
1152919|TEATRO
1157442|PEDAGOGIA INTERCULTURAL INDÍGENA
1157444|PEDAGOGIA INTERCULTURAL INDÍGENA
1157445|PEDAGOGIA INTERCULTURAL INDÍGENA
1157452|PEDAGOGIA INTERCULTURAL INDÍGENA
1157453|PEDAGOGIA INTERCULTURAL INDÍGENA
1157461|PEDAGOGIA INTERCULTURAL INDÍGENA
1157464|PEDAGOGIA INTERCULTURAL INDÍGENA
1157467|PEDAGOGIA INTERCULTURAL INDÍGENA
1160177|PEDAGOGIA
1160179|PEDAGOGIA
1160181|LETRAS - LÍNGUA PORTUGUESA
1160183|LETRAS - LÍNGUA PORTUGUESA
1186236|AGRIMENSURA
1186289|GESTÃO PÚBLICA
1292568|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1292736|BIOTECNOLOGIA
1299203|ENGENHARIA DE PRODUÇÃO
1300453|GESTÃO DE TURISMO
1300455|ALIMENTOS
1315088|AGRIMENSURA
1315089|AGRIMENSURA
1315316|PEDAGOGIA
1315388|CIÊNCIAS BIOLÓGICAS
1315436|LETRAS
1315437|HISTÓRIA
1315438|HISTÓRIA
1315441|HISTÓRIA
1315443|HISTÓRIA
1315459|HISTÓRIA
1315462|ALIMENTOS
1315471|ALIMENTOS
1315473|AGRIMENSURA
1315474|AGRIMENSURA
1315475|AGRIMENSURA
1315480|AGROECOLOGIA
1315485|CIÊNCIAS ECONÔMICAS
1315487|PRODUÇÃO PESQUEIRA
1315488|PRODUÇÃO PESQUEIRA
1315517|EDUCAÇÃO FÍSICA
1315520|EDUCAÇÃO FÍSICA
1315521|EDUCAÇÃO FÍSICA
1315523|EDUCAÇÃO FÍSICA
1315555|PEDAGOGIA
1315657|GEOGRAFIA
1315659|MATEMÁTICA
1315660|LETRAS - LÍNGUA PORTUGUESA
1315661|HISTÓRIA
1315662|HISTÓRIA
1315689|GEOGRAFIA
1315706|CIÊNCIAS BIOLÓGICAS
1315721|MATEMÁTICA
1315751|AGROECOLOGIA
1315761|AGROECOLOGIA
1315771|CONSTRUÇÃO NAVAL
1315776|ARQUEOLOGIA
1316073|CIÊNCIAS BIOLÓGICAS
1316076|GESTÃO AMBIENTAL
1318217|ENGENHARIA NAVAL
1321651|CIÊNCIAS CONTÁBEIS
1321653|PEDAGOGIA
1321657|LETRAS - LÍNGUA INGLESA
1321898|CIÊNCIAS BIOLÓGICAS
1330014|GESTÃO PÚBLICA
1330020|GESTÃO PÚBLICA
1330161|DIREITO
1330162|DIREITO
1330163|DIREITO
1330282|CIÊNCIAS BIOLÓGICAS
1330284|CIÊNCIAS BIOLÓGICAS
1330285|CIÊNCIAS BIOLÓGICAS
1330287|GEOGRAFIA
1330288|GEOGRAFIA
1330289|GEOGRAFIA
1330290|GEOGRAFIA
1330293|GESTÃO AMBIENTAL
1330296|EDUCAÇÃO FÍSICA
1330297|AGROECOLOGIA
1330300|QUÍMICA
1330301|EDUCAÇÃO FÍSICA
1330337|FARMÁCIA
1330341|ENGENHARIA DE MATERIAIS
1330345|ENGENHARIA ELETRÔNICA
1330347|SISTEMAS DE INFORMAÇÃO
